id_municipio,uf,municipio,easting,northing
4261,RS,São José das Missões,-301785.322,6900685.39
4262,RS,São José do Herval,-211196.405,6764187.223
4263,RS,São José do Hortêncio,-105770.992,6717206.702
4264,RS,São José do Inhacorá,-401876.691,6899648.962
4265,RS,São José do Norte,-164938.317,6436184.691
4266,RS,São José do Ouro,-150782.64,6910694.688
5654,RS,São José do Sul,-128710.308,6714066.186
4267,RS,São José dos Ausentes,4860.857,6809429.72
4258,RS,São João da Urtiga,-173135.434,6904021.853
4259,RS,São João do Polêsine,-319009.402,6693417.911
4268,RS,São Leopoldo,-95169.228,6692527.745
4269,RS,São Lourenço do Sul,-163811.561,6509822.422
4270,RS,São Luiz Gonzaga,-477848.706,6816465.81
4271,RS,São Marcos,-91949.933,6780375.924
4272,RS,São Martinho,-386348.626,6902356.924
4273,RS,São Martinho da Serra,-360114.962,6699270.777
4274,RS,São Miguel das Missões,-437060.355,6803621.649
4275,RS,São Nicolau,-510617.394,6839428.437
4276,RS,São Paulo das Missões,-479942.303,6860437.674
4277,RS,São Pedro da Serra,-132534.637,6727847.163
5639,RS,São Pedro das Missões,-314602.017,6900759.436
4278,RS,São Pedro do Butiá,-474248.849,6849130.759
4279,RS,São Pedro do Sul,-391236.799,6687799.94
4280,RS,São Sebastião do Caí,-118020.327,6709787.895
4281,RS,São Sepé,-325784.999,6631866.427
4282,RS,São Valentim,-243974.879,6929043.25
4283,RS,São Valentim do Sul,-159767.153,6768046.676
4284,RS,São Valério do Sul,-382410.847,6893733.808
4285,RS,São Vendelino,-118621.257,6733797.162
4286,RS,São Vicente do Sul,-439059.917,6676229.876
4297,RS,Sério,-206261.903,6726696.731
4306,RS,Tabaí,-147539.729,6702037.401
4307,RS,Tapejara,-189756.99,6875655.842
4308,RS,Tapera,-269726.114,6807855.441
4309,RS,Tapes,-113620.397,6589633.085
4310,RS,Taquara,-59440.449,6705965.875
4311,RS,Taquari,-164317.079,6684167.796
4312,RS,Taquaruçu do Sul,-339151.511,6940528.026
4313,RS,Tavares,-79975.711,6522855.293
4314,RS,Tenente Portela,-368066.113,6941806.11
4315,RS,Terra de Areia,9169.105,6717226.803
4316,RS,Teutônia,-160673.244,6723010.496
5629,RS,Tio Hugo,-244023.06,6815842.254
4317,RS,Tiradentes do Sul,-399964.558,6936007.774
4318,RS,Toropi,-396294.022,6703326.145
4319,RS,Torres,40191.548,6745753.516
4320,RS,Tramandaí,4600.049,6671864.923
4321,RS,Travesseiro,-185914.294,6738308.903
4329,RS,Trindade do Sul,-281124.126,6930561.644
4330,RS,Triunfo,-148126.851,6670084.844
4322,RS,Três Arroios,-206760.986,6937736.263
4323,RS,Três Cachoeiras,21841.2,6732180.29
4324,RS,Três Coroas,-60062.103,6721164.691
4326,RS,Três Forquilhas,8356.511,6721616.158
4327,RS,Três Palmeiras,-275334.474,6920868.508
4328,RS,Três Passos,-384426.456,6931170.927
4325,RS,Três de Maio,-412160.356,6892705.072
4331,RS,Tucunduva,-433885.135,6904822.931
4332,RS,Tunas,-275246.062,6754217.286
4333,RS,Tupanci do Sul,-144099.994,6893948.183
4334,RS,Tupanciretã,-362553.482,6749983.096
4335,RS,Tupandi,-122833.405,6721935.11
4336,RS,Tuparendi,-436729.626,6893093.904
4337,RS,Turuçu,-182366.418,6501820.95
4338,RS,Ubiretama,-454540.524,6860159.78
4340,RS,Unistalda,-491149.714,6744677.561
4339,RS,União da Serra,-186465.481,6795699.212
4341,RS,Uruguaiana,-672793.573,6645668.348
4342,RS,Vacaria,-82021.44,6832099.32
4344,RS,Vale Real,-107636.88,6732267.33
4345,RS,Vale Verde,-195456.093,6683141.437
4343,RS,Vale do Sol,-245222.519,6701125.055
4346,RS,Vanini,-170886.389,6830920.297
4347,RS,Venâncio Aires,-197372.95,6702246.892
4348,RS,Vera Cruz,-227925.657,6688661.206
4349,RS,Veranópolis,-139294.383,6781905.879
4350,RS,Vespasiano Correa,-168833.875,6765238.492
4351,RS,Viadutos,-194046.315,6930508.737
4352,RS,Viamão,-80617.891,6656816.41
4353,RS,Vicente Dutra,-334191.683,6967707.256
4354,RS,Victor Graeff,-259219.1,6815764.942
4355,RS,Vila Flores,-139613.114,6789847.65
4356,RS,Vila Lângaro,-202724.642,6870326.956
4357,RS,Vila Maria,-200358.889,6822494.644
4358,RS,Vila Nova do Sul,-354767.666,6609240.094
4359,RS,Vista Alegre,-341546.806,6943928.868
4360,RS,Vista Alegre do Prata,-163873.744,6794570.131
4361,RS,Vista Gaúcha,-362616.298,6951249.936
4362,RS,Vitória das Missões,-433770.043,6826850.565
5652,RS,Westfalia,-156929.986,6725676.388
4363,RS,Xangri-lá,11488.046,6691933.556
3897,RS,Água Santa,-191203.173,6864187.958
3922,RS,Áurea,-196178.447,6916767.641
4364,SC,Abdon Batista,-94956.84,6931178.171
4365,SC,Abelardo Luz,-230474.017,7040058.282
4366,SC,Agrolândia,22994.544,6959043.499
4367,SC,Agronômica,33693.502,6975295.438
4372,SC,Alfredo Wagner,73120.273,6928516.103
4373,SC,Alto Bela Vista,-183336.918,6946537.209
4374,SC,Anchieta,-331772.723,7037562.716
4375,SC,Angelina,106175.919,6944034.0
4376,SC,Anita Garibaldi,-104811.825,6922100.936
4377,SC,Anitápolis,93197.935,6906872.732
4378,SC,Antônio Carlos,127931.199,6950415.729
4379,SC,Apiúna,64486.509,7001820.583
4380,SC,Arabutã,-208700.541,6975757.016
4381,SC,Araquari,128860.72,7077385.266
4382,SC,Araranguá,61987.039,6790829.729
4383,SC,Armazém,105312.461,6869116.14
4384,SC,Arroio Trinta,-130272.446,7005964.157
4385,SC,Arvoredo,-240316.074,6983277.602
4386,SC,Ascurra,65183.702,7011028.499
4387,SC,Atalanta,27328.879,6957740.38
4388,SC,Aurora,41655.443,6970744.547
4389,SC,Balneário Arroio do Silva,68823.957,6786083.806
4390,SC,Balneário Barra do Sul,139761.497,7068340.513
4391,SC,Balneário Camboriú,139170.764,7009185.201
4392,SC,Balneário Gaivota,53915.919,6766389.251
4556,SC,Balneário Piçarras,134364.717,7033828.011
4393,SC,Bandeirante,-361034.799,7009591.467
4394,SC,Barra Bonita,-341752.887,7023941.375
4395,SC,Barra Velha,132242.052,7048454.665
4396,SC,Bela Vista do Toldo,-46288.966,7082343.548
4397,SC,Belmonte,-353927.649,7001955.592
4398,SC,Benedito Novo,66404.896,7030381.809
4399,SC,Biguaçu,138357.867,6953288.596
4400,SC,Blumenau,95600.869,7016413.234
4401,SC,Bocaina do Sul,12581.038,6921187.507
4403,SC,Bom Jardim da Serra,45205.895,6856643.371
4404,SC,Bom Jesus,-236338.738,7021737.428
4405,SC,Bom Jesus do Oeste,-307101.219,7021866.533
4406,SC,Bom Retiro,57754.376,6916977.124
4402,SC,Bombinhas,151601.137,6993374.626
4407,SC,Botuverá,96824.835,6984778.535
4408,SC,Braço do Norte,90808.196,6866039.972
4409,SC,Braço do Trombudo,16822.936,6964372.688
4410,SC,Brunópolis,-81240.605,6966009.893
4411,SC,Brusque,112161.353,6996707.706
4413,SC,Caibi,-319232.319,6978404.738
4414,SC,Calmon,-107564.51,7044002.245
4415,SC,Camboriú,137763.33,7005650.274
4416,SC,Campo Alegre,73375.047,7095695.767
4417,SC,Campo Belo do Sul,-67368.796,6900775.578
4418,SC,Campo Erê,-308109.178,7055327.954
4419,SC,Campos Novos,-116373.147,6953784.173
4420,SC,Canelinha,127087.923,6978969.925
4421,SC,Canoinhas,-39599.552,7093530.743
4423,SC,Capinzal,-154203.32,6957723.248
4424,SC,Capivari de Baixo,111793.385,6846569.721
4422,SC,Capão Alto,-42513.402,6897315.855
4425,SC,Catanduvas,-161262.984,6988384.239
4426,SC,Caxambu do Sul,-282207.117,6970917.685
4412,SC,Caçador,-98317.595,7024235.446
4427,SC,Celso Ramos,-125703.53,6927397.388
4428,SC,Cerro Negro,-78551.507,6911749.861
4429,SC,Chapadão do Lageado,50297.795,6939869.536
1,SC,Chapecó,-256179.876,6979458.219
4430,SC,Cocal do Sul,76072.974,6828804.843
4431,SC,Concórdia,-196657.616,6968095.4
4432,SC,Cordilheira Alta,-256006.928,6992436.566
4433,SC,Coronel Freitas,-266074.351,7000617.754
4434,SC,Coronel Martins,-265563.674,7044758.162
4435,SC,Correia Pinto,-29588.161,6936973.483
4436,SC,Corupá,76377.006,7070294.872
4437,SC,Criciúma,72519.107,6820486.806
4438,SC,Cunha Porã,-312594.995,6998880.201
4439,SC,Cunhataí,-304386.909,6990918.445
4440,SC,Curitibanos,-52903.655,6969918.483
4441,SC,Descanso,-346805.901,7004233.018
4442,SC,Dionísio Cerqueira,-364240.603,7066028.219
4443,SC,Dona Emma,30700.853,7006877.412
4444,SC,Doutor Pedrinho,54187.981,7037022.404
4445,SC,Entre Rios,-253059.168,7021881.241
4446,SC,Ermo,47449.285,6784570.728
4447,SC,Erval Velho,-138469.317,6966684.722
4448,SC,Faxinal dos Guedes,-222400.612,7009981.058
4449,SC,Flor do Sertão,-331855.408,7010363.267
4450,SC,Florianópolis,149755.854,6942690.225
4451,SC,Formosa do Sul,-277199.421,7029048.051
4452,SC,Forquilhinha,62491.896,6811992.071
4453,SC,Fraiburgo,-87848.713,6997154.861
4454,SC,Frei Rogério,-75887.902,6980819.614
4455,SC,Galvão,-267759.828,7050896.719
4456,SC,Garopaba,144010.469,6895454.407
4457,SC,Garuva,114413.703,7115390.506
4458,SC,Gaspar,107344.787,7014777.014
4459,SC,Governador Celso Ramos,147895.031,6973414.646
4461,SC,Gravatal,103514.304,6860621.29
4460,SC,Grão Pará,85054.362,6875523.916
4462,SC,Guabiruba,105174.865,6998364.033
4463,SC,Guaraciaba,-350572.306,7028928.694
4464,SC,Guaramirim,100832.423,7066181.967
4465,SC,Guarujá do Sul,-352728.62,7053242.509
4466,SC,Guatambú,-273232.321,6974645.323
4467,SC,Herval d`Oeste,-143797.468,6975774.585
4468,SC,Ibiam,-118323.741,6977701.475
4469,SC,Ibicaré,-132085.428,6987763.908
4470,SC,Ibirama,51557.989,6999454.91
4472,SC,Ilhota,119995.072,7018642.573
4473,SC,Imaruí,125712.086,6859881.901
4474,SC,Imbituba,140187.175,6872050.602
4475,SC,Imbuia,62963.763,6951405.42
4476,SC,Indaial,79180.548,7017678.647
4477,SC,Iomerê,-120237.774,6997967.476
4478,SC,Ipira,-170749.82,6950526.762
4479,SC,Iporã do Oeste,-348815.711,6986353.349
4480,SC,Ipuaçu,-243466.801,7032553.438
4481,SC,Ipumirim,-207884.724,6984898.679
4482,SC,Iraceminha,-324173.665,7006347.961
4483,SC,Irani,-185509.289,6991567.027
4484,SC,Irati,-287236.35,7027467.307
4485,SC,Irineópolis,-79430.909,7084527.863
4487,SC,Itaiópolis,9751.173,7077442.391
4488,SC,Itajaí,135395.745,7018231.89
4489,SC,Itapema,141367.332,6998874.238
4490,SC,Itapiranga,-365504.127,6964983.422
4491,SC,Itapoá,138107.475,7106462.104
4492,SC,Ituporanga,45364.811,6959738.679
4486,SC,Itá,-225647.171,6960037.549
4471,SC,Içara,78969.135,6816173.289
4493,SC,Jaborá,-167353.328,6975873.035
4494,SC,Jacinto Machado,35848.15,6783082.655
4495,SC,Jaguaruna,105895.113,6828068.27
4496,SC,Jaraguá do Sul,94039.55,7064155.143
4497,SC,Jardinópolis,-283483.744,7020401.984
4498,SC,Joaçaba,-145797.918,6977698.857
4499,SC,Joinville,115655.251,7084868.309
4500,SC,José Boiteux,40296.814,7009945.837
4501,SC,Jupiá,-272396.613,7057311.64
4502,SC,Lacerdópolis,-149957.19,6967911.124
4503,SC,Lages,-24973.503,6911888.135
4504,SC,Laguna,130139.383,6843328.983
4505,SC,Lajeado Grande,-252786.17,7006798.155
4506,SC,Laurentino,30996.359,6980623.753
4507,SC,Lauro Muller,68356.516,6852152.8
4508,SC,Lebon Régis,-65655.307,7008788.667
4509,SC,Leoberto Leal,77169.483,6949982.261
4510,SC,Lindóia do Sul,-202059.888,6987767.335
4511,SC,Lontras,50450.755,6986782.631
4512,SC,Luiz Alves,108699.552,7039072.764
4513,SC,Luzerna,-141805.298,6982559.472
4514,SC,Macieira,-133636.258,7013643.005
4515,SC,Mafra,18889.236,7102576.233
4516,SC,Major Gercino,109505.132,6960926.132
4517,SC,Major Vieira,-31854.665,7072238.088
4518,SC,Maracajá,64665.513,6800852.496
4519,SC,Maravilha,-314273.998,7013149.045
4520,SC,Marema,-259315.689,7012579.168
4521,SC,Massaranduba,101053.775,7050410.691
4522,SC,Matos Costa,-113727.479,7057449.217
4523,SC,Meleiro,47249.005,6802618.554
4524,SC,Mirim Doce,-3381.814,6981530.582
4525,SC,Modelo,-300852.294,7013294.754
4526,SC,Mondaí,-334738.288,6974384.498
4527,SC,Monte Carlo,-92834.844,6974575.235
4528,SC,Monte Castelo,-22058.457,7062620.888
4530,SC,Morro Grande,38978.327,6804944.885
4529,SC,Morro da Fumaça,87696.573,6823383.278
4531,SC,Navegantes,136924.0,7020030.165
4532,SC,Nova Erechim,-286640.277,7000186.857
4533,SC,Nova Itaberaba,-277094.894,6995791.538
4534,SC,Nova Trento,110885.729,6976653.642
4535,SC,Nova Veneza,59375.513,6824275.093
4536,SC,Novo Horizonte,-281924.911,7051234.933
4537,SC,Orleans,78498.889,6856655.253
4538,SC,Otacílio Costa,-6509.721,6950051.493
4539,SC,Ouro,-155616.399,6958695.077
4540,SC,Ouro Verde,-228498.508,7026722.639
4541,SC,Paial,-243427.242,6963061.853
4542,SC,Painel,-1895.102,6900809.063
4543,SC,Palhoça,137873.903,6936678.77
4544,SC,Palma Sola,-327657.479,7059225.159
4545,SC,Palmeira,-9454.042,6938351.838
4546,SC,Palmitos,-310568.455,6979407.687
4547,SC,Papanduva,-13356.226,7072233.78
4548,SC,Paraíso,-365214.444,7026164.215
4549,SC,Passo de Torres,41180.461,6748411.663
4550,SC,Passos Maia,-202539.05,7018045.159
4551,SC,Paulo Lopes,137275.366,6901675.362
4552,SC,Pedras Grandes,89007.578,6847562.961
4553,SC,Penha,137346.94,7033235.422
4554,SC,Peritiba,-183433.52,6952991.847
4555,SC,Petrolândia,36232.524,6945552.845
4557,SC,Pinhalzinho,-295443.134,7005067.899
4558,SC,Pinheiro Preto,-117993.166,6992909.17
4559,SC,Piratuba,-169736.841,6948305.467
4560,SC,Planalto Alegre,-281484.732,6981248.179
4561,SC,Pomerode,84257.734,7035715.308
4562,SC,Ponte Alta,-31571.38,6948479.378
4563,SC,Ponte Alta do Norte,-42022.276,6984116.54
4564,SC,Ponte Serrada,-197436.086,7008248.177
4565,SC,Porto Belo,148460.184,6991030.778
4566,SC,Porto União,-107488.19,7082896.149
4567,SC,Pouso Redondo,11622.908,6975491.22
4568,SC,Praia Grande,18203.364,6760587.08
4569,SC,Presidente Castelo Branco,-174574.842,6970289.646
4570,SC,Presidente Getúlio,41067.01,6999877.291
4571,SC,Presidente Nereu,65373.886,6975264.013
4572,SC,Princesa,-359306.284,7046271.128
4573,SC,Quilombo,-269575.994,7020442.354
4574,SC,Rancho Queimado,103453.889,6932583.609
4580,SC,Rio Fortuna,96478.812,6882194.355
4581,SC,Rio Negrinho,48584.284,7087740.021
4582,SC,Rio Rufino,29555.532,6909220.491
4575,SC,Rio das Antas,-103210.015,7010753.962
4576,SC,Rio do Campo,-10223.503,7009255.72
4577,SC,Rio do Oeste,24375.346,6982832.188
4579,SC,Rio do Sul,39929.196,6981147.613
4578,SC,Rio dos Cedros,74962.633,7035248.415
4583,SC,Riqueza,-327348.378,6978849.237
4584,SC,Rodeio,66396.115,7014455.407
4585,SC,Romelândia,-329256.135,7021757.308
4586,SC,Salete,3580.363,7005963.491
4587,SC,Saltinho,-303823.209,7031897.797
4588,SC,Salto Veloso,-136739.705,7008163.084
4589,SC,Sangão,95920.336,6825723.675
4590,SC,Santa Cecília,-38930.839,7006495.705
4591,SC,Santa Helena,-357772.879,6991165.663
4592,SC,Santa Rosa de Lima,93555.0,6892230.867
4593,SC,Santa Rosa do Sul,41461.74,6768280.27
4594,SC,Santa Terezinha,1692.142,7027956.317
4595,SC,Santa Terezinha do Progresso,-317904.463,7028859.974
4596,SC,Santiago do Sul,-265756.514,7030470.465
4597,SC,Santo Amaro da Imperatriz,126982.714,6931946.578
4619,SC,Saudades,-295946.72,6995849.568
4620,SC,Schroeder,93502.287,7072300.302
4621,SC,Seara,-224321.005,6975105.86
4622,SC,Serra Alta,-301298.079,7018862.297
4623,SC,Siderópolis,66474.277,6828793.617
4624,SC,Sombrio,48977.125,6771167.942
4625,SC,Sul Brasil,-293518.659,7017984.089
4598,SC,São Bento do Sul,62020.955,7089261.608
4599,SC,São Bernardino,-295813.565,7047054.519
4600,SC,São Bonifácio,112810.877,6907550.341
4601,SC,São Carlos,-295050.583,6979343.552
4602,SC,São Cristovão do Sul,-38806.332,6972293.928
4603,SC,São Domingos,-251449.293,7040709.0
4604,SC,São Francisco do Sul,136929.25,7090654.032
4609,SC,São Joaquim,14692.878,6860872.818
4610,SC,São José,141033.825,6940317.644
4611,SC,São José do Cedro,-348781.237,7045630.121
4612,SC,São José do Cerrito,-50187.638,6927991.519
4605,SC,São João Batista,119053.198,6976995.789
4606,SC,São João do Itaperiú,124722.361,7049975.757
4607,SC,São João do Oeste,-354160.186,6973334.425
4608,SC,São João do Sul,32254.015,6758551.659
4613,SC,São Lourenço do Oeste,-284708.709,7060965.213
4614,SC,São Ludgero,89947.422,6860868.155
4615,SC,São Martinho,108422.537,6878539.391
4616,SC,São Miguel da Boa Vista,-322595.57,7021513.116
4617,SC,São Miguel do Oeste,-348865.388,7015601.226
4618,SC,São Pedro de Alcântara,124260.333,6945036.501
4626,SC,Taió,4663.579,6990305.005
4627,SC,Tangará,-119998.645,6987098.14
4628,SC,Tigrinhos,-312923.3,7022066.747
4629,SC,Tijucas,140241.009,6982265.565
4630,SC,Timbé do Sul,27306.606,6801341.44
4631,SC,Timbó,75557.12,7025843.07
4632,SC,Timbó Grande,-64093.75,7043954.426
4634,SC,Treviso,62990.366,6838202.642
4636,SC,Treze Tílias,-136585.259,6997068.337
4635,SC,Treze de Maio,93231.78,6834402.807
4637,SC,Trombudo Central,25425.974,6970852.251
4633,SC,Três Barras,-32377.114,7101722.205
4638,SC,Tubarão,106850.903,6844013.738
4639,SC,Tunápolis,-359561.067,6987554.253
4640,SC,Turvo,43277.834,6791042.251
4641,SC,União do Oeste,-282346.83,7015675.514
4642,SC,Urubici,48242.399,6892546.448
4643,SC,Urupema,20363.814,6898131.469
4644,SC,Urussanga,76702.079,6837773.571
4646,SC,Vargem,-90593.658,6945414.529
4647,SC,Vargem Bonita,-169614.846,6995021.817
4645,SC,Vargeão,-211840.608,7008688.174
4648,SC,Vidal Ramos,68742.562,6962961.092
4649,SC,Videira,-111245.804,6997664.084
4650,SC,Vitor Meireles,19659.426,7017887.683
4651,SC,Witmarsum,23660.564,7012556.496
4652,SC,Xanxerê,-236579.154,7005852.345
4653,SC,Xavantina,-229282.803,6984836.169
4654,SC,Xaxim,-249376.309,6995602.952
4655,SC,Zortéa,-148254.9,6946356.821
4368,SC,Água Doce,-150986.766,6996788.436
4370,SC,Águas Frias,-281798.024,7002590.22
4371,SC,Águas Mornas,122771.52,6930579.452
4369,SC,Águas de Chapecó,-292801.92,6979971.931
4656,SE,Amparo de São Francisco,1386289.4,8868648.149
4657,SE,Aquidabã,1377071.254,8852887.87
4658,SE,Aracaju,1369422.64,8782623.412
4659,SE,Arauá,1307573.314,8744919.605
4660,SE,Areia Branca,1341475.72,8800210.725
4661,SE,Barra dos Coqueiros,1373347.916,8783581.49
4662,SE,Boquim,1307979.594,8758475.876
4663,SE,Brejo Grande,1437839.939,8834354.979
4664,SE,Campo do Brito,1322753.194,8802768.43
4665,SE,Canhoba,1381237.524,8868592.537
4666,SE,Canindé de São Francisco,1292754.519,8925023.78
4667,SE,Capela,1371115.95,8827483.33
4668,SE,Carira,1301187.22,8846420.133
4669,SE,Carmópolis,1378901.292,8811881.49
4670,SE,Cedro de São João,1391413.102,8855273.719
4671,SE,Cristinápolis,1291775.545,8722421.391
4672,SE,Cumbe,1358101.489,8845105.656
4673,SE,Divina Pastora,1360948.29,8808627.421
4674,SE,Estância,1326447.024,8743931.142
4675,SE,Feira Nova,1343983.927,8855529.979
4676,SE,Frei Paulo,1319671.515,8823805.076
4677,SE,Gararu,1369932.097,8887208.44
4678,SE,General Maynard,1379339.169,8807559.573
4679,SE,Graccho Cardoso,1356687.31,8859285.981
4680,SE,Ilha das Flores,1428198.641,8833185.608
4681,SE,Indiaroba,1318397.045,8716276.061
4682,SE,Itabaiana,1330414.12,8808903.439
4683,SE,Itabaianinha,1289136.746,8744502.657
4684,SE,Itabi,1367458.907,8870232.79
4685,SE,Itaporanga d`Ajuda,1342717.594,8774298.679
4686,SE,Japaratuba,1384261.546,8818437.431
4687,SE,Japoatã,1400112.796,8844519.707
4688,SE,Lagarto,1303154.769,8783802.919
4689,SE,Laranjeiras,1358115.915,8795310.384
4690,SE,Macambira,1317900.117,8811516.156
4691,SE,Malhada dos Bois,1386791.031,8845518.712
4692,SE,Malhador,1344451.82,8810521.573
4693,SE,Maruim,1367964.166,8802575.162
4694,SE,Moita Bonita,1339094.932,8820475.094
4695,SE,Monte Alegre de Sergipe,1317324.62,8882484.908
4696,SE,Muribeca,1382832.015,8836092.811
4697,SE,Neópolis,1424466.112,8846811.371
4698,SE,Nossa Senhora Aparecida,1328501.127,8841093.01
4699,SE,Nossa Senhora da Glória,1332349.315,8860920.579
4700,SE,Nossa Senhora das Dores,1356444.675,8830260.362
4701,SE,Nossa Senhora de Lourdes,1372456.357,8875429.182
4702,SE,Nossa Senhora do Socorro,1363490.124,8789735.09
4703,SE,Pacatuba,1416540.534,8832234.227
4704,SE,Pedra Mole,1301396.72,8817311.046
4705,SE,Pedrinhas,1301455.066,8753013.574
4706,SE,Pinhão,1297983.075,8822494.091
4707,SE,Pirambu,1393502.607,8802937.043
4710,SE,Porto da Folha,1348260.023,8893965.162
4708,SE,Poço Redondo,1304427.936,8907235.928
4709,SE,Poço Verde,1247262.312,8807222.145
4711,SE,Propriá,1396112.705,8859585.117
4713,SE,Riachuelo,1355712.606,8802416.18
4712,SE,Riachão do Dantas,1295892.263,8766224.305
4714,SE,Ribeirópolis,1329629.304,8825307.078
4715,SE,Rosário do Catete,1373587.648,8806932.046
4716,SE,Salgado,1323600.177,8770449.08
4717,SE,Santa Luzia do Itanhy,1325064.24,8734187.482
4719,SE,Santa Rosa de Lima,1356350.684,8812628.451
4718,SE,Santana do São Francisco,1421722.362,8850155.485
4720,SE,Santo Amaro das Brotas,1371012.318,8795968.92
4726,SE,Simão Dias,1288114.742,8803667.222
4727,SE,Siriri,1365317.625,8817632.729
4721,SE,São Cristóvão,1354063.723,8771941.103
4722,SE,São Domingos,1314549.258,8797129.543
4723,SE,São Francisco,1391015.066,8845152.406
4724,SE,São Miguel do Aleixo,1336047.697,8841996.629
4728,SE,Telha,1391973.139,8860510.904
4729,SE,Tobias Barreto,1266075.963,8755032.213
4730,SE,Tomar do Geru,1282723.28,8733502.306
4731,SE,Umbaúba,1302585.304,8731718.85
4732,SP,Adamantina,-129182.495,7590016.409
4733,SP,Adolfo,17596.386,7645028.611
4734,SP,Aguaí,296346.149,7559523.531
4739,SP,Agudos,89660.722,7509750.252
4740,SP,Alambari,204142.688,7392564.61
4741,SP,Alfredo Marcondes,-163278.135,7558489.458
4742,SP,Altair,76762.937,7725248.449
4743,SP,Altinópolis,253546.476,7673657.851
4744,SP,Alto Alegre,-35528.979,7604637.7
4745,SP,Alumínio,269820.257,7395937.511
4749,SP,Alvinlândia,9569.254,7510291.043
4750,SP,Americana,260391.561,7483667.638
4753,SP,Amparo,317992.75,7487629.731
4751,SP,Américo Brasiliense,177777.378,7593949.183
4752,SP,Américo de Campos,5109.289,7748382.054
4754,SP,Analândia,225410.208,7550499.644
4755,SP,Andradina,-164410.851,7676271.104
4756,SP,Angatuba,151279.585,7397899.294
4757,SP,Anhembi,178263.688,7475988.577
4758,SP,Anhumas,-159148.133,7520713.328
4759,SP,Aparecida,476147.077,7473120.596
4760,SP,Aparecida d`Oeste,-114504.638,7727810.554
4761,SP,Apiaí,110360.91,7283788.431
4765,SP,Aramina,208513.176,7776327.248
4766,SP,Arandu,85271.563,7435377.19
4767,SP,Arapeí,557104.164,7492710.556
4768,SP,Araraquara,171346.49,7587639.335
4769,SP,Araras,254467.697,7525686.945
4762,SP,Araçariguama,289457.608,7406641.31
4763,SP,Araçatuba,-65229.39,7645143.783
4764,SP,Araçoiaba da Serra,232786.233,7398373.021
4770,SP,Arco-Íris,-65727.537,7582290.332
4771,SP,Arealva,95904.681,7558556.622
4772,SP,Areias,530917.292,7503097.036
4773,SP,Areiópolis,122994.974,7488663.519
4774,SP,Ariranha,106345.94,7652427.81
4775,SP,Artur Nogueira,276607.9,7502150.48
4776,SP,Arujá,365116.21,7411972.308
4777,SP,Aspásia,-99342.176,7760460.483
4778,SP,Assis,-57245.492,7483950.237
4779,SP,Atibaia,340636.105,7442671.868
4780,SP,Auriflama,-79446.947,7702919.144
4782,SP,Avanhandava,-13424.095,7618987.957
4783,SP,Avaré,97852.486,7439253.419
4781,SP,Avaí,52645.109,7544023.691
4784,SP,Bady Bassitt,38119.129,7680343.825
4785,SP,Balbinos,49117.209,7572242.871
4787,SP,Bananal,569017.294,7491533.516
4789,SP,Barbosa,-14195.166,7640377.576
4790,SP,Bariri,113558.203,7554348.775
4791,SP,Barra Bonita,133813.997,7508486.553
4792,SP,Barra do Chapéu,92022.024,7287551.347
4793,SP,Barra do Turvo,145858.841,7257198.082
4794,SP,Barretos,127715.883,7723230.296
4795,SP,Barrinha,171495.065,7653945.639
4796,SP,Barueri,308134.099,7399243.691
4788,SP,Barão de Antonina,34195.676,7379466.205
4797,SP,Bastos,-93090.026,7564810.715
4798,SP,Batatais,230340.203,7687532.596
4799,SP,Bauru,78832.643,7525534.365
4800,SP,Bebedouro,138133.88,7679556.675
4801,SP,Bento de Abreu,-103919.006,7636980.837
4802,SP,Bernardino de Campos,41854.012,7447666.421
4803,SP,Bertioga,383951.071,7362072.266
4804,SP,Bilac,-68066.356,7623218.466
4805,SP,Birigui,-54821.089,7636229.773
4806,SP,Biritiba-Mirim,393796.369,7393018.429
4807,SP,Boa Esperança do Sul,149849.032,7564194.249
4808,SP,Bocaina,136532.44,7547845.672
4809,SP,Bofete,166229.207,7441069.652
4810,SP,Boituva,226007.335,7422338.397
4811,SP,Bom Jesus dos Perdões,349750.208,7440715.437
4812,SP,Bom Sucesso de Itararé,79187.011,7304566.078
4814,SP,Boracéia,110073.358,7540985.46
4815,SP,Borborema,78101.16,7603547.883
4816,SP,Borebi,91570.014,7498335.434
4813,SP,Borá,-71490.104,7526833.941
4817,SP,Botucatu,146632.687,7465221.974
4818,SP,Bragança Paulista,341917.389,7460888.788
4819,SP,Braúna,-51365.387,7613225.342
4820,SP,Brejo Alegre,-38935.388,7650751.772
4821,SP,Brodowski,223736.011,7677268.95
4822,SP,Brotas,177944.306,7532906.305
4823,SP,Buri,133533.38,7363527.54
4824,SP,Buritama,-35274.851,7661881.923
4825,SP,Buritizal,216820.543,7765060.738
4786,SP,Bálsamo,22110.039,7700415.54
4827,SP,Cabreúva,281534.228,7421067.844
4826,SP,Cabrália Paulista,53236.544,7510055.009
4829,SP,Cachoeira Paulista,498419.578,7493397.956
4830,SP,Caconde,329767.257,7618519.699
4831,SP,Cafelândia,23204.278,7581831.791
4832,SP,Caiabu,-144902.217,7552567.987
4833,SP,Caieiras,322167.216,7415475.953
4834,SP,Caiuá,-224385.778,7569244.385
4835,SP,Cajamar,308008.03,7415931.651
4836,SP,Cajati,184143.547,7261080.68
4837,SP,Cajobi,103870.73,7686739.342
